Domain Code,Domain,Area Code (M49),i,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description,,,,,,,
ET,Temperature change,184,Cook Islands,7271,Temperature change,7006,June,2019,2019,°C,1.786,E,Estimated value,,,,,,,
ET,Temperature change,184,Cook Islands,7271,Temperature change,7007,July,2019,2019,°C,1.195,E,Estimated value,,,,,,,
ET,Temperature change,184,Cook Islands,7271,Temperature change,7008,August,2019,2019,°C,1.926,E,Estimated value,,,,,,,
ET,Temperature change,184,Cook Islands,7271,Temperature change,7009,September,2019,2019,°C,0.685,E,Estimated value,,,,,,,
ET,Temperature change,184,Cook Islands,7271,Temperature change,7010,October,2019,2019,°C,0.285,E,Estimated value,,,,,,,
ET,Temperature change,184,Cook Islands,7271,Temperature change,7011,November,2019,2019,°C,0.33,E,Estimated value,,,,,,,
ET,Temperature change,184,Cook Islands,7271,Temperature change,7012,December,2019,2019,°C,0.396,E,Estimated value,,,,,,,
ET,Temperature change,188,Costa Rica,7271,Temperature change,7001,January,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,188,Costa Rica,7271,Temperature change,7002,February,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,188,Costa Rica,7271,Temperature change,7003,March,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,188,Costa Rica,7271,Temperature change,7004,April,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,188,Costa Rica,7271,Temperature change,7005,May,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,188,Costa Rica,7271,Temperature change,7006,June,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,188,Costa Rica,7271,Temperature change,7007,July,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,188,Costa Rica,7271,Temperature change,7008,August,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,188,Costa Rica,7271,Temperature change,7009,September,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,188,Costa Rica,7271,Temperature change,7010,October,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,188,Costa Rica,7271,Temperature change,7011,November,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,188,Costa Rica,7271,Temperature change,7012,December,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,384,Côte d'Ivoire,7271,Temperature change,7001,January,2019,2019,°C,1.76,E,Estimated value,,,,,,,
ET,Temperature change,384,Côte d'Ivoire,7271,Temperature change,7002,February,2019,2019,°C,1.432,E,Estimated value,,,,,,,
ET,Temperature change,384,Côte d'Ivoire,7271,Temperature change,7003,March,2019,2019,°C,1.566,E,Estimated value,,,,,,,
ET,Temperature change,384,Côte d'Ivoire,7271,Temperature change,7004,April,2019,2019,°C,1.796,E,Estimated value,,,,,,,
ET,Temperature change,384,Côte d'Ivoire,7271,Temperature change,7005,May,2019,2019,°C,1.716,E,Estimated value,,,,,,,
ET,Temperature change,384,Côte d'Ivoire,7271,Temperature change,7006,June,2019,2019,°C,1.405,E,Estimated value,,,,,,,
ET,Temperature change,384,Côte d'Ivoire,7271,Temperature change,7007,July,2019,2019,°C,1.472,E,Estimated value,,,,,,,
ET,Temperature change,384,Côte d'Ivoire,7271,Temperature change,7008,August,2019,2019,°C,1.371,E,Estimated value,,,,,,,
ET,Temperature change,384,Côte d'Ivoire,7271,Temperature change,7009,September,2019,2019,°C,1.391,E,Estimated value,,,,,,,
ET,Temperature change,384,Côte d'Ivoire,7271,Temperature change,7010,October,2019,2019,°C,0.944,E,Estimated value,,,,,,,
ET,Temperature change,384,Côte d'Ivoire,7271,Temperature change,7011,November,2019,2019,°C,1.746,E,Estimated value,,,,,,,
ET,Temperature change,384,Côte d'Ivoire,7271,Temperature change,7012,December,2019,2019,°C,1.944,E,Estimated value,,,,,,,
ET,Temperature change,191,Croatia,7271,Temperature change,7001,January,2019,2019,°C,0.295,E,Estimated value,,,,,,,
ET,Temperature change,191,Croatia,7271,Temperature change,7002,February,2019,2019,°C,2.76,E,Estimated value,,,,,,,
ET,Temperature change,191,Croatia,7271,Temperature change,7003,March,2019,2019,°C,3.219,E,Estimated value,,,,,,,
ET,Temperature change,191,Croatia,7271,Temperature change,7004,April,2019,2019,°C,1.782,E,Estimated value,,,,,,,
ET,Temperature change,191,Croatia,7271,Temperature change,7005,May,2019,2019,°C,-1.474,E,Estimated value,,,,,,,
ET,Temperature change,191,Croatia,7271,Temperature change,7006,June,2019,2019,°C,4.248,E,Estimated value,,,,,,,
ET,Temperature change,191,Croatia,7271,Temperature change,7007,July,2019,2019,°C,2.379,E,Estimated value,,,,,,,
ET,Temperature change,191,Croatia,7271,Temperature change,7008,August,2019,2019,°C,3.452,E,Estimated value,,,,,,,
ET,Temperature change,191,Croatia,7271,Temperature change,7009,September,2019,2019,°C,1.646,E,Estimated value,,,,,,,
ET,Temperature change,191,Croatia,7271,Temperature change,7010,October,2019,2019,°C,2.92,E,Estimated value,,,,,,,
ET,Temperature change,191,Croatia,7271,Temperature change,7011,November,2019,2019,°C,3.439,E,Estimated value,,,,,,,
ET,Temperature change,191,Croatia,7271,Temperature change,7012,December,2019,2019,°C,2.706,E,Estimated value,,,,,,,
ET,Temperature change,192,Cuba,7271,Temperature change,7001,January,2019,2019,°C,1.517,E,Estimated value,,,,,,,
ET,Temperature change,192,Cuba,7271,Temperature change,7002,February,2019,2019,°C,2.433,E,Estimated value,,,,,,,
ET,Temperature change,192,Cuba,7271,Temperature change,7003,March,2019,2019,°C,1.176,E,Estimated value,,,,,,,
ET,Temperature change,192,Cuba,7271,Temperature change,7004,April,2019,2019,°C,1.251,E,Estimated value,,,,,,,
ET,Temperature change,192,Cuba,7271,Temperature change,7005,May,2019,2019,°C,1.509,E,Estimated value,,,,,,,
ET,Temperature change,192,Cuba,7271,Temperature change,7006,June,2019,2019,°C,1.847,E,Estimated value,,,,,,,
ET,Temperature change,192,Cuba,7271,Temperature change,7007,July,2019,2019,°C,1.3,E,Estimated value,,,,,,,
ET,Temperature change,192,Cuba,7271,Temperature change,7008,August,2019,2019,°C,1.222,E,Estimated value,,,,,,,
ET,Temperature change,192,Cuba,7271,Temperature change,7009,September,2019,2019,°C,1.261,E,Estimated value,,,,,,,
ET,Temperature change,192,Cuba,7271,Temperature change,7010,October,2019,2019,°C,1.824,E,Estimated value,,,,,,,
ET,Temperature change,192,Cuba,7271,Temperature change,7011,November,2019,2019,°C,1.444,E,Estimated value,,,,,,,
ET,Temperature change,192,Cuba,7271,Temperature change,7012,December,2019,2019,°C,2.067,E,Estimated value,,,,,,,
ET,Temperature change,196,Cyprus,7271,Temperature change,7001,January,2019,2019,°C,0.458,E,Estimated value,,,,,,,
ET,Temperature change,196,Cyprus,7271,Temperature change,7002,February,2019,2019,°C,1.011,E,Estimated value,,,,,,,
ET,Temperature change,196,Cyprus,7271,Temperature change,7003,March,2019,2019,°C,0.507,E,Estimated value,,,,,,,
ET,Temperature change,196,Cyprus,7271,Temperature change,7004,April,2019,2019,°C,-0.142,E,Estimated value,,,,,,,
ET,Temperature change,196,Cyprus,7271,Temperature change,7005,May,2019,2019,°C,2.544,E,Estimated value,,,,,,,
ET,Temperature change,196,Cyprus,7271,Temperature change,7006,June,2019,2019,°C,2.518,E,Estimated value,,,,,,,
ET,Temperature change,196,Cyprus,7271,Temperature change,7007,July,2019,2019,°C,1.673,E,Estimated value,,,,,,,
ET,Temperature change,196,Cyprus,7271,Temperature change,7008,August,2019,2019,°C,1.895,E,Estimated value,,,,,,,
ET,Temperature change,196,Cyprus,7271,Temperature change,7009,September,2019,2019,°C,1.99,E,Estimated value,,,,,,,
ET,Temperature change,196,Cyprus,7271,Temperature change,7010,October,2019,2019,°C,2.666,E,Estimated value,,,,,,,
ET,Temperature change,196,Cyprus,7271,Temperature change,7011,November,2019,2019,°C,2.694,E,Estimated value,,,,,,,
ET,Temperature change,196,Cyprus,7271,Temperature change,7012,December,2019,2019,°C,1.118,E,Estimated value,,,,,,,
ET,Temperature change,203,Czechia,7271,Temperature change,7001,January,2019,2019,°C,1.247,E,Estimated value,,,,,,,
ET,Temperature change,203,Czechia,7271,Temperature change,7002,February,2019,2019,°C,4.081,E,Estimated value,,,,,,,
ET,Temperature change,203,Czechia,7271,Temperature change,7003,March,2019,2019,°C,3.832,E,Estimated value,,,,,,,
ET,Temperature change,203,Czechia,7271,Temperature change,7004,April,2019,2019,°C,2.506,E,Estimated value,,,,,,,
ET,Temperature change,203,Czechia,7271,Temperature change,7005,May,2019,2019,°C,-0.936,E,Estimated value,,,,,,,
ET,Temperature change,203,Czechia,7271,Temperature change,7006,June,2019,2019,°C,5.265,E,Estimated value,,,,,,,
ET,Temperature change,203,Czechia,7271,Temperature change,7007,July,2019,2019,°C,2.503,E,Estimated value,,,,,,,
ET,Temperature change,203,Czechia,7271,Temperature change,7008,August,2019,2019,°C,3.372,E,Estimated value,,,,,,,
ET,Temperature change,203,Czechia,7271,Temperature change,7009,September,2019,2019,°C,1.166,E,Estimated value,,,,,,,
ET,Temperature change,203,Czechia,7271,Temperature change,7010,October,2019,2019,°C,2.48,E,Estimated value,,,,,,,
ET,Temperature change,203,Czechia,7271,Temperature change,7011,November,2019,2019,°C,2.617,E,Estimated value,,,,,,,
ET,Temperature change,203,Czechia,7271,Temperature change,7012,December,2019,2019,°C,3.12,E,Estimated value,,,,,,,
ET,Temperature change,408,Democratic People's Republic of Korea,7271,Temperature change,7001,January,2019,2019,°C,3.825,E,Estimated value,,,,,,,
ET,Temperature change,408,Democratic People's Republic of Korea,7271,Temperature change,7002,February,2019,2019,°C,2.867,E,Estimated value,,,,,,,
ET,Temperature change,408,Democratic People's Republic of Korea,7271,Temperature change,7003,March,2019,2019,°C,3.406,E,Estimated value,,,,,,,
ET,Temperature change,408,Democratic People's Republic of Korea,7271,Temperature change,7004,April,2019,2019,°C,0.975,E,Estimated value,,,,,,,
ET,Temperature change,408,Democratic People's Republic of Korea,7271,Temperature change,7005,May,2019,2019,°C,2.135,E,Estimated value,,,,,,,
ET,Temperature change,408,Democratic People's Republic of Korea,7271,Temperature change,7006,June,2019,2019,°C,1.117,E,Estimated value,,,,,,,
ET,Temperature change,408,Democratic People's Republic of Korea,7271,Temperature change,7007,July,2019,2019,°C,1.534,E,Estimated value,,,,,,,
ET,Temperature change,408,Democratic People's Republic of Korea,7271,Temperature change,7008,August,2019,2019,°C,1.248,E,Estimated value,,,,,,,
ET,Temperature change,408,Democratic People's Republic of Korea,7271,Temperature change,7009,September,2019,2019,°C,2.414,E,Estimated value,,,,,,,
ET,Temperature change,408,Democratic People's Republic of Korea,7271,Temperature change,7010,October,2019,2019,°C,2.237,E,Estimated value,,,,,,,
ET,Temperature change,408,Democratic People's Republic of Korea,7271,Temperature change,7011,November,2019,2019,°C,0.309,E,Estimated value,,,,,,,
ET,Temperature change,408,Democratic People's Republic of Korea,7271,Temperature change,7012,December,2019,2019,°C,1.781,E,Estimated value,,,,,,,
ET,Temperature change,180,Democratic Republic of the Congo,7271,Temperature change,7001,January,2019,2019,°C,1.862,E,Estimated value,,,,,,,
ET,Temperature change,180,Democratic Republic of the Congo,7271,Temperature change,7002,February,2019,2019,°C,1.381,E,Estimated value,,,,,,,
ET,Temperature change,180,Democratic Republic of the Congo,7271,Temperature change,7003,March,2019,2019,°C,1.922,E,Estimated value,,,,,,,
ET,Temperature change,180,Democratic Republic of the Congo,7271,Temperature change,7004,April,2019,2019,°C,1.043,E,Estimated value,,,,,,,
ET,Temperature change,180,Democratic Republic of the Congo,7271,Temperature change,7005,May,2019,2019,°C,0.775,E,Estimated value,,,,,,,
ET,Temperature change,180,Democratic Republic of the Congo,7271,Temperature change,7006,June,2019,2019,°C,2.078,E,Estimated value,,,,,,,
ET,Temperature change,180,Democratic Republic of the Congo,7271,Temperature change,7007,July,2019,2019,°C,2.076,E,Estimated value,,,,,,,
ET,Temperature change,180,Democratic Republic of the Congo,7271,Temperature change,7008,August,2019,2019,°C,1.785,E,Estimated value,,,,,,,
ET,Temperature change,180,Democratic Republic of the Congo,7271,Temperature change,7009,September,2019,2019,°C,1.897,E,Estimated value,,,,,,,
ET,Temperature change,180,Democratic Republic of the Congo,7271,Temperature change,7010,October,2019,2019,°C,1.175,E,Estimated value,,,,,,,
ET,Temperature change,180,Democratic Republic of the Congo,7271,Temperature change,7011,November,2019,2019,°C,2.062,E,Estimated value,,,,,,,
ET,Temperature change,180,Democratic Republic of the Congo,7271,Temperature change,7012,December,2019,2019,°C,1.622,E,Estimated value,,,,,,,
ET,Temperature change,208,Denmark,7271,Temperature change,7001,January,2019,2019,°C,2.117,E,Estimated value,,,,,,,
ET,Temperature change,208,Denmark,7271,Temperature change,7002,February,2019,2019,°C,5.1,E,Estimated value,,,,,,,
ET,Temperature change,208,Denmark,7271,Temperature change,7003,March,2019,2019,°C,3.775,E,Estimated value,,,,,,,
ET,Temperature change,208,Denmark,7271,Temperature change,7004,April,2019,2019,°C,2.911,E,Estimated value,,,,,,,
ET,Temperature change,208,Denmark,7271,Temperature change,7005,May,2019,2019,°C,0.147,E,Estimated value,,,,,,,
ET,Temperature change,208,Denmark,7271,Temperature change,7006,June,2019,2019,°C,2.859,E,Estimated value,,,,,,,
ET,Temperature change,208,Denmark,7271,Temperature change,7007,July,2019,2019,°C,1.438,E,Estimated value,,,,,,,
ET,Temperature change,208,Denmark,7271,Temperature change,7008,August,2019,2019,°C,2.229,E,Estimated value,,,,,,,
ET,Temperature change,208,Denmark,7271,Temperature change,7009,September,2019,2019,°C,1.001,E,Estimated value,,,,,,,
ET,Temperature change,208,Denmark,7271,Temperature change,7010,October,2019,2019,°C,0.94,E,Estimated value,,,,,,,
ET,Temperature change,208,Denmark,7271,Temperature change,7011,November,2019,2019,°C,1.166,E,Estimated value,,,,,,,
ET,Temperature change,208,Denmark,7271,Temperature change,7012,December,2019,2019,°C,3.194,E,Estimated value,,,,,,,
ET,Temperature change,262,Djibouti,7271,Temperature change,7001,January,2019,2019,°C,0.091,E,Estimated value,,,,,,,
ET,Temperature change,262,Djibouti,7271,Temperature change,7002,February,2019,2019,°C,1.874,E,Estimated value,,,,,,,
ET,Temperature change,262,Djibouti,7271,Temperature change,7003,March,2019,2019,°C,1.777,E,Estimated value,,,,,,,
ET,Temperature change,262,Djibouti,7271,Temperature change,7004,April,2019,2019,°C,2.745,E,Estimated value,,,,,,,
ET,Temperature change,262,Djibouti,7271,Temperature change,7005,May,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,262,Djibouti,7271,Temperature change,7006,June,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,262,Djibouti,7271,Temperature change,7007,July,2019,2019,°C,2.23,E,Estimated value,,,,,,,
ET,Temperature change,262,Djibouti,7271,Temperature change,7008,August,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,262,Djibouti,7271,Temperature change,7009,September,2019,2019,°C,0.855,E,Estimated value,,,,,,,
ET,Temperature change,262,Djibouti,7271,Temperature change,7010,October,2019,2019,°C,0.671,E,Estimated value,,,,,,,
ET,Temperature change,262,Djibouti,7271,Temperature change,7011,November,2019,2019,°C,0.723,E,Estimated value,,,,,,,
ET,Temperature change,262,Djibouti,7271,Temperature change,7012,December,2019,2019,°C,1.933,E,Estimated value,,,,,,,
ET,Temperature change,212,Dominica,7271,Temperature change,7001,January,2019,2019,°C,0.271,E,Estimated value,,,,,,,
ET,Temperature change,212,Dominica,7271,Temperature change,7002,February,2019,2019,°C,0.813,E,Estimated value,,,,,,,
ET,Temperature change,212,Dominica,7271,Temperature change,7003,March,2019,2019,°C,0.795,E,Estimated value,,,,,,,
ET,Temperature change,212,Dominica,7271,Temperature change,7004,April,2019,2019,°C,0.416,E,Estimated value,,,,,,,
ET,Temperature change,212,Dominica,7271,Temperature change,7005,May,2019,2019,°C,0.585,E,Estimated value,,,,,,,
ET,Temperature change,212,Dominica,7271,Temperature change,7006,June,2019,2019,°C,0.83,E,Estimated value,,,,,,,
ET,Temperature change,212,Dominica,7271,Temperature change,7007,July,2019,2019,°C,1.08,E,Estimated value,,,,,,,
ET,Temperature change,212,Dominica,7271,Temperature change,7008,August,2019,2019,°C,1.007,E,Estimated value,,,,,,,
ET,Temperature change,212,Dominica,7271,Temperature change,7009,September,2019,2019,°C,1.245,E,Estimated value,,,,,,,
ET,Temperature change,212,Dominica,7271,Temperature change,7010,October,2019,2019,°C,0.822,E,Estimated value,,,,,,,
ET,Temperature change,212,Dominica,7271,Temperature change,7011,November,2019,2019,°C,0.866,E,Estimated value,,,,,,,
ET,Temperature change,212,Dominica,7271,Temperature change,7012,December,2019,2019,°C,1.54,E,Estimated value,,,,,,,
ET,Temperature change,214,Dominican Republic,7271,Temperature change,7001,January,2019,2019,°C,0.699,E,Estimated value,,,,,,,
ET,Temperature change,214,Dominican Republic,7271,Temperature change,7002,February,2019,2019,°C,1.77,E,Estimated value,,,,,,,
ET,Temperature change,214,Dominican Republic,7271,Temperature change,7003,March,2019,2019,°C,1.297,E,Estimated value,,,,,,,
ET,Temperature change,214,Dominican Republic,7271,Temperature change,7004,April,2019,2019,°C,0.671,E,Estimated value,,,,,,,
ET,Temperature change,214,Dominican Republic,7271,Temperature change,7005,May,2019,2019,°C,1.111,E,Estimated value,,,,,,,
ET,Temperature change,214,Dominican Republic,7271,Temperature change,7006,June,2019,2019,°C,1.72,E,Estimated value,,,,,,,
ET,Temperature change,214,Dominican Republic,7271,Temperature change,7007,July,2019,2019,°C,1.254,E,Estimated value,,,,,,,
ET,Temperature change,214,Dominican Republic,7271,Temperature change,7008,August,2019,2019,°C,1.413,E,Estimated value,,,,,,,
ET,Temperature change,214,Dominican Republic,7271,Temperature change,7009,September,2019,2019,°C,1.668,E,Estimated value,,,,,,,
ET,Temperature change,214,Dominican Republic,7271,Temperature change,7010,October,2019,2019,°C,1.261,E,Estimated value,,,,,,,
ET,Temperature change,214,Dominican Republic,7271,Temperature change,7011,November,2019,2019,°C,1.066,E,Estimated value,,,,,,,
ET,Temperature change,214,Dominican Republic,7271,Temperature change,7012,December,2019,2019,°C,2.167,E,Estimated value,,,,,,,
ET,Temperature change,218,Ecuador,7271,Temperature change,7001,January,2019,2019,°C,1.569,E,Estimated value,,,,,,,
ET,Temperature change,218,Ecuador,7271,Temperature change,7002,February,2019,2019,°C,1.206,E,Estimated value,,,,,,,
ET,Temperature change,218,Ecuador,7271,Temperature change,7003,March,2019,2019,°C,1.299,E,Estimated value,,,,,,,
ET,Temperature change,218,Ecuador,7271,Temperature change,7004,April,2019,2019,°C,1.178,E,Estimated value,,,,,,,
ET,Temperature change,218,Ecuador,7271,Temperature change,7005,May,2019,2019,°C,1.05,E,Estimated value,,,,,,,
ET,Temperature change,218,Ecuador,7271,Temperature change,7006,June,2019,2019,°C,1.26,E,Estimated value,,,,,,,
ET,Temperature change,218,Ecuador,7271,Temperature change,7007,July,2019,2019,°C,1.735,E,Estimated value,,,,,,,
ET,Temperature change,218,Ecuador,7271,Temperature change,7008,August,2019,2019,°C,0.554,E,Estimated value,,,,,,,
ET,Temperature change,218,Ecuador,7271,Temperature change,7009,September,2019,2019,°C,0.832,E,Estimated value,,,,,,,
ET,Temperature change,218,Ecuador,7271,Temperature change,7010,October,2019,2019,°C,0.491,E,Estimated value,,,,,,,
ET,Temperature change,218,Ecuador,7271,Temperature change,7011,November,2019,2019,°C,0.954,E,Estimated value,,,,,,,
ET,Temperature change,218,Ecuador,7271,Temperature change,7012,December,2019,2019,°C,1.179,E,Estimated value,,,,,,,
ET,Temperature change,818,Egypt,7271,Temperature change,7001,January,2019,2019,°C,-0.343,E,Estimated value,,,,,,,
ET,Temperature change,818,Egypt,7271,Temperature change,7002,February,2019,2019,°C,-0.187,E,Estimated value,,,,,,,
ET,Temperature change,818,Egypt,7271,Temperature change,7003,March,2019,2019,°C,-0.484,E,Estimated value,,,,,,,
ET,Temperature change,818,Egypt,7271,Temperature change,7004,April,2019,2019,°C,-0.257,E,Estimated value,,,,,,,
ET,Temperature change,818,Egypt,7271,Temperature change,7005,May,2019,2019,°C,1.343,E,Estimated value,,,,,,,
ET,Temperature change,818,Egypt,7271,Temperature change,7006,June,2019,2019,°C,1.934,E,Estimated value,,,,,,,
ET,Temperature change,818,Egypt,7271,Temperature change,7007,July,2019,2019,°C,2.127,E,Estimated value,,,,,,,
ET,Temperature change,818,Egypt,7271,Temperature change,7008,August,2019,2019,°C,1.829,E,Estimated value,,,,,,,
ET,Temperature change,818,Egypt,7271,Temperature change,7009,September,2019,2019,°C,1.333,E,Estimated value,,,,,,,
ET,Temperature change,818,Egypt,7271,Temperature change,7010,October,2019,2019,°C,2.021,E,Estimated value,,,,,,,
ET,Temperature change,818,Egypt,7271,Temperature change,7011,November,2019,2019,°C,2.059,E,Estimated value,,,,,,,
ET,Temperature change,818,Egypt,7271,Temperature change,7012,December,2019,2019,°C,0.89,E,Estimated value,,,,,,,
ET,Temperature change,222,El Salvador,7271,Temperature change,7001,January,2019,2019,°C,0.667,E,Estimated value,,,,,,,
ET,Temperature change,222,El Salvador,7271,Temperature change,7002,February,2019,2019,°C,1.007,E,Estimated value,,,,,,,
ET,Temperature change,222,El Salvador,7271,Temperature change,7003,March,2019,2019,°C,1.183,E,Estimated value,,,,,,,
ET,Temperature change,222,El Salvador,7271,Temperature change,7004,April,2019,2019,°C,0.707,E,Estimated value,,,,,,,
ET,Temperature change,222,El Salvador,7271,Temperature change,7005,May,2019,2019,°C,0.717,E,Estimated value,,,,,,,
ET,Temperature change,222,El Salvador,7271,Temperature change,7006,June,2019,2019,°C,1.695,E,Estimated value,,,,,,,
ET,Temperature change,222,El Salvador,7271,Temperature change,7007,July,2019,2019,°C,1.251,E,Estimated value,,,,,,,
ET,Temperature change,222,El Salvador,7271,Temperature change,7008,August,2019,2019,°C,1.358,E,Estimated value,,,,,,,
ET,Temperature change,222,El Salvador,7271,Temperature change,7009,September,2019,2019,°C,1.315,E,Estimated value,,,,,,,
ET,Temperature change,222,El Salvador,7271,Temperature change,7010,October,2019,2019,°C,0.864,E,Estimated value,,,,,,,
ET,Temperature change,222,El Salvador,7271,Temperature change,7011,November,2019,2019,°C,1.005,E,Estimated value,,,,,,,
ET,Temperature change,222,El Salvador,7271,Temperature change,7012,December,2019,2019,°C,1.158,E,Estimated value,,,,,,,
ET,Temperature change,226,Equatorial Guinea,7271,Temperature change,7001,January,2019,2019,°C,0.871,E,Estimated value,,,,,,,
ET,Temperature change,226,Equatorial Guinea,7271,Temperature change,7002,February,2019,2019,°C,1.52,E,Estimated value,,,,,,,
ET,Temperature change,226,Equatorial Guinea,7271,Temperature change,7003,March,2019,2019,°C,1.244,E,Estimated value,,,,,,,
ET,Temperature change,226,Equatorial Guinea,7271,Temperature change,7004,April,2019,2019,°C,1.764,E,Estimated value,,,,,,,
ET,Temperature change,226,Equatorial Guinea,7271,Temperature change,7005,May,2019,2019,°C,1.634,E,Estimated value,,,,,,,
ET,Temperature change,226,Equatorial Guinea,7271,Temperature change,7006,June,2019,2019,°C,1.582,E,Estimated value,,,,,,,
ET,Temperature change,226,Equatorial Guinea,7271,Temperature change,7007,July,2019,2019,°C,2.065,E,Estimated value,,,,,,,
ET,Temperature change,226,Equatorial Guinea,7271,Temperature change,7008,August,2019,2019,°C,1.795,E,Estimated value,,,,,,,
ET,Temperature change,226,Equatorial Guinea,7271,Temperature change,7009,September,2019,2019,°C,1.462,E,Estimated value,,,,,,,
ET,Temperature change,226,Equatorial Guinea,7271,Temperature change,7010,October,2019,2019,°C,1.124,E,Estimated value,,,,,,,
ET,Temperature change,226,Equatorial Guinea,7271,Temperature change,7011,November,2019,2019,°C,1.715,E,Estimated value,,,,,,,
ET,Temperature change,226,Equatorial Guinea,7271,Temperature change,7012,December,2019,2019,°C,1.481,E,Estimated value,,,,,,,
ET,Temperature change,232,Eritrea,7271,Temperature change,7001,January,2019,2019,°C,2.381,E,Estimated value,,,,,,,
ET,Temperature change,232,Eritrea,7271,Temperature change,7002,February,2019,2019,°C,1.681,E,Estimated value,,,,,,,
ET,Temperature change,232,Eritrea,7271,Temperature change,7003,March,2019,2019,°C,-0.567,E,Estimated value,,,,,,,
ET,Temperature change,232,Eritrea,7271,Temperature change,7004,April,2019,2019,°C,0.464,E,Estimated value,,,,,,,
ET,Temperature change,232,Eritrea,7271,Temperature change,7005,May,2019,2019,°C,0.978,E,Estimated value,,,,,,,
ET,Temperature change,232,Eritrea,7271,Temperature change,7006,June,2019,2019,°C,0.144,E,Estimated value,,,,,,,
ET,Temperature change,232,Eritrea,7271,Temperature change,7007,July,2019,2019,°C,2.011,E,Estimated value,,,,,,,
ET,Temperature change,232,Eritrea,7271,Temperature change,7008,August,2019,2019,°C,-0.039,E,Estimated value,,,,,,,
ET,Temperature change,232,Eritrea,7271,Temperature change,7009,September,2019,2019,°C,0.696,E,Estimated value,,,,,,,
ET,Temperature change,232,Eritrea,7271,Temperature change,7010,October,2019,2019,°C,-0.137,E,Estimated value,,,,,,,
ET,Temperature change,232,Eritrea,7271,Temperature change,7011,November,2019,2019,°C,1.748,E,Estimated value,,,,,,,
ET,Temperature change,232,Eritrea,7271,Temperature change,7012,December,2019,2019,°C,0.869,E,Estimated value,,,,,,,
ET,Temperature change,233,Estonia,7271,Temperature change,7001,January,2019,2019,°C,1.307,E,Estimated value,,,,,,,
ET,Temperature change,233,Estonia,7271,Temperature change,7002,February,2019,2019,°C,6.386,E,Estimated value,,,,,,,
ET,Temperature change,233,Estonia,7271,Temperature change,7003,March,2019,2019,°C,4.134,E,Estimated value,,,,,,,
ET,Temperature change,233,Estonia,7271,Temperature change,7004,April,2019,2019,°C,3.546,E,Estimated value,,,,,,,
ET,Temperature change,233,Estonia,7271,Temperature change,7005,May,2019,2019,°C,1.423,E,Estimated value,,,,,,,
ET,Temperature change,233,Estonia,7271,Temperature change,7006,June,2019,2019,°C,3.033,E,Estimated value,,,,,,,
ET,Temperature change,233,Estonia,7271,Temperature change,7007,July,2019,2019,°C,0.12,E,Estimated value,,,,,,,
ET,Temperature change,233,Estonia,7271,Temperature change,7008,August,2019,2019,°C,0.983,E,Estimated value,,,,,,,
ET,Temperature change,233,Estonia,7271,Temperature change,7009,September,2019,2019,°C,0.881,E,Estimated value,,,,,,,
ET,Temperature change,233,Estonia,7271,Temperature change,7010,October,2019,2019,°C,0.895,E,Estimated value,,,,,,,
ET,Temperature change,233,Estonia,7271,Temperature change,7011,November,2019,2019,°C,2.04,E,Estimated value,,,,,,,
ET,Temperature change,233,Estonia,7271,Temperature change,7012,December,2019,2019,°C,5.15,E,Estimated value,,,,,,,
ET,Temperature change,748,Eswatini,7271,Temperature change,7001,January,2019,2019,°C,0.903,E,Estimated value,,,,,,,
ET,Temperature change,748,Eswatini,7271,Temperature change,7002,February,2019,2019,°C,1.109,E,Estimated value,,,,,,,
ET,Temperature change,748,Eswatini,7271,Temperature change,7003,March,2019,2019,°C,1.178,E,Estimated value,,,,,,,
ET,Temperature change,748,Eswatini,7271,Temperature change,7004,April,2019,2019,°C,1.02,E,Estimated value,,,,,,,
ET,Temperature change,748,Eswatini,7271,Temperature change,7005,May,2019,2019,°C,1.649,E,Estimated value,,,,,,,
ET,Temperature change,748,Eswatini,7271,Temperature change,7006,June,2019,2019,°C,1.916,E,Estimated value,,,,,,,
ET,Temperature change,748,Eswatini,7271,Temperature change,7007,July,2019,2019,°C,2.097,E,Estimated value,,,,,,,
ET,Temperature change,748,Eswatini,7271,Temperature change,7008,August,2019,2019,°C,2.302,E,Estimated value,,,,,,,
ET,Temperature change,748,Eswatini,7271,Temperature change,7009,September,2019,2019,°C,0.444,E,Estimated value,,,,,,,
